date,nav
02-09-2021,30.06000
01-09-2021,29.86000
31-08-2021,29.92000
30-08-2021,29.67000
27-08-2021,29.19000
26-08-2021,28.89000
25-08-2021,28.80000
24-08-2021,28.70000
23-08-2021,28.45000
20-08-2021,28.75000
18-08-2021,29.26000
17-08-2021,29.10000
16-08-2021,29.04000
13-08-2021,29.15000
12-08-2021,29.03000
11-08-2021,28.67000
10-08-2021,28.70000
09-08-2021,29.08000
06-08-2021,29.34000
05-08-2021,29.42000
04-08-2021,29.38000
03-08-2021,29.74000
02-08-2021,29.62000
30-07-2021,29.33000
29-07-2021,29.30000
28-07-2021,29.10000
27-07-2021,29.10000
26-07-2021,29.24000
23-07-2021,29.08000
22-07-2021,29.01000
20-07-2021,28.76000
19-07-2021,28.93000
16-07-2021,28.99000
15-07-2021,28.85000
14-07-2021,28.65000
13-07-2021,28.58000
12-07-2021,28.29000
09-07-2021,28.25000
08-07-2021,28.12000
07-07-2021,28.26000
06-07-2021,28.16000
05-07-2021,28.19000
02-07-2021,28.18000
01-07-2021,28.05000
30-06-2021,27.99000
29-06-2021,27.77000
28-06-2021,27.87000
25-06-2021,27.70000
24-06-2021,27.63000
23-06-2021,27.54000
22-06-2021,27.72000
21-06-2021,27.64000
18-06-2021,27.44000
17-06-2021,27.65000
16-06-2021,27.68000
15-06-2021,27.90000
14-06-2021,27.71000
11-06-2021,27.71000
10-06-2021,27.67000
09-06-2021,27.42000
08-06-2021,27.58000
07-06-2021,27.46000
04-06-2021,27.23000
03-06-2021,27.18000
02-06-2021,26.81000
01-06-2021,26.51000
31-05-2021,26.66000
28-05-2021,26.40000
27-05-2021,26.52000
26-05-2021,26.37000
25-05-2021,26.35000
24-05-2021,26.32000
21-05-2021,26.16000
20-05-2021,25.98000
19-05-2021,26.15000
18-05-2021,26.09000
17-05-2021,25.85000
14-05-2021,25.50000
12-05-2021,25.83000
11-05-2021,25.82000
10-05-2021,25.68000
07-05-2021,25.41000
06-05-2021,25.32000
05-05-2021,25.25000
04-05-2021,25.03000
03-05-2021,25.28000
30-04-2021,24.95000
29-04-2021,25.04000
28-04-2021,24.87000
27-04-2021,24.68000
26-04-2021,24.28000
23-04-2021,24.05000
22-04-2021,24.06000
20-04-2021,24.04000
19-04-2021,23.90000
16-04-2021,24.26000
15-04-2021,23.93000
13-04-2021,23.95000
12-04-2021,23.77000
09-04-2021,24.86000
08-04-2021,24.84000
07-04-2021,24.49000
06-04-2021,24.28000
05-04-2021,24.25000
01-04-2021,24.68000
31-03-2021,24.60000
30-03-2021,24.39000
26-03-2021,23.93000
25-03-2021,23.53000
24-03-2021,23.87000
23-03-2021,24.26000
22-03-2021,24.14000
19-03-2021,24.06000
18-03-2021,23.99000
17-03-2021,24.18000
16-03-2021,24.59000
15-03-2021,24.64000
12-03-2021,24.88000
10-03-2021,25.02000
09-03-2021,24.82000
08-03-2021,24.79000
05-03-2021,24.57000
04-03-2021,24.87000
03-03-2021,24.66000
02-03-2021,24.32000
01-03-2021,23.99000
26-02-2021,23.61000
25-02-2021,23.93000
24-02-2021,23.65000
23-02-2021,23.30000
22-02-2021,23.17000
19-02-2021,23.41000
18-02-2021,23.57000
17-02-2021,23.42000
16-02-2021,23.42000
15-02-2021,23.34000
12-02-2021,23.31000
11-02-2021,23.38000
10-02-2021,23.20000
09-02-2021,23.12000
08-02-2021,23.07000
05-02-2021,22.65000
04-02-2021,22.75000
03-02-2021,22.56000
02-02-2021,22.26000
01-02-2021,21.82000
29-01-2021,21.37000
28-01-2021,21.51000
27-01-2021,21.57000
25-01-2021,21.66000
22-01-2021,21.85000
21-01-2021,22.07000
20-01-2021,22.15000
19-01-2021,22.07000
18-01-2021,21.75000
15-01-2021,22.01000
14-01-2021,22.14000
13-01-2021,22.10000
12-01-2021,22.14000
11-01-2021,22.19000
08-01-2021,22.19000
07-01-2021,21.94000
06-01-2021,21.76000
05-01-2021,21.70000
04-01-2021,21.55000
01-01-2021,21.33000
31-12-2020,21.19000
30-12-2020,21.18000
29-12-2020,21.10000
28-12-2020,21.13000
24-12-2020,20.95000
23-12-2020,20.79000
22-12-2020,20.47000
21-12-2020,20.41000
18-12-2020,21.02000
17-12-2020,21.03000
16-12-2020,20.97000
15-12-2020,20.79000
14-12-2020,20.75000
11-12-2020,20.65000
10-12-2020,20.54000
09-12-2020,20.59000
08-12-2020,20.57000
07-12-2020,20.66000
04-12-2020,20.53000
03-12-2020,20.40000
02-12-2020,20.31000
01-12-2020,20.24000
27-11-2020,20.10000
26-11-2020,19.91000
25-11-2020,19.71000
24-11-2020,19.87000
23-11-2020,19.76000
20-11-2020,19.57000
19-11-2020,19.42000
18-11-2020,19.56000
17-11-2020,19.32000
13-11-2020,19.09000
12-11-2020,18.92000
11-11-2020,18.84000
10-11-2020,18.72000
09-11-2020,18.73000
06-11-2020,18.55000
05-11-2020,18.44000
04-11-2020,18.10000
03-11-2020,17.96000
02-11-2020,17.85000
30-10-2020,18.00000
29-10-2020,17.95000
28-10-2020,18.00000
27-10-2020,18.12000
26-10-2020,17.96000
23-10-2020,18.18000
22-10-2020,18.09000
21-10-2020,17.96000
20-10-2020,17.90000
19-10-2020,17.85000
16-10-2020,17.74000
15-10-2020,17.58000
14-10-2020,17.85000
13-10-2020,17.82000
12-10-2020,17.82000
09-10-2020,17.86000
08-10-2020,17.93000
07-10-2020,18.01000
06-10-2020,18.11000
05-10-2020,18.10000
01-10-2020,18.12000
30-09-2020,18.05000
29-09-2020,18.09000
28-09-2020,18.04000
25-09-2020,17.67000
24-09-2020,17.36000
23-09-2020,17.76000
22-09-2020,17.85000
21-09-2020,18.14000
18-09-2020,18.70000
17-09-2020,18.66000
16-09-2020,18.87000
15-09-2020,18.88000
14-09-2020,18.62000
11-09-2020,18.09000
10-09-2020,18.14000
09-09-2020,17.89000
08-09-2020,18.00000
07-09-2020,18.18000
04-09-2020,18.15000
03-09-2020,18.29000
02-09-2020,18.27000
01-09-2020,18.01000
31-08-2020,17.84000
28-08-2020,18.47000
27-08-2020,18.52000
26-08-2020,18.57000
25-08-2020,18.51000
24-08-2020,18.49000
21-08-2020,18.24000
20-08-2020,17.99000
19-08-2020,17.97000
18-08-2020,17.84000
17-08-2020,17.62000
14-08-2020,17.59000
13-08-2020,17.74000
12-08-2020,17.58000
11-08-2020,17.63000
10-08-2020,17.56000
07-08-2020,17.30000
06-08-2020,17.04000
05-08-2020,16.91000
04-08-2020,16.86000
03-08-2020,16.61000
31-07-2020,16.44000
30-07-2020,16.36000
29-07-2020,16.43000
28-07-2020,16.48000
27-07-2020,16.40000
24-07-2020,16.50000
23-07-2020,16.53000
22-07-2020,16.37000
21-07-2020,16.34000
20-07-2020,16.23000
17-07-2020,16.09000
16-07-2020,15.94000
15-07-2020,15.96000
14-07-2020,16.02000
13-07-2020,16.18000
10-07-2020,16.07000
09-07-2020,16.05000
08-07-2020,15.93000
07-07-2020,16.07000
06-07-2020,16.22000
03-07-2020,16.02000
02-07-2020,15.95000
01-07-2020,15.83000
30-06-2020,15.76000
29-06-2020,15.77000
26-06-2020,15.97000
25-06-2020,15.86000
24-06-2020,15.75000
23-06-2020,15.91000
22-06-2020,15.73000
19-06-2020,15.60000
18-06-2020,15.38000
17-06-2020,15.18000
16-06-2020,15.14000
15-06-2020,15.10000
12-06-2020,15.18000
11-06-2020,15.16000
10-06-2020,15.38000
09-06-2020,15.33000
08-06-2020,15.48000
05-06-2020,15.48000
04-06-2020,15.27000
03-06-2020,15.16000
02-06-2020,15.00000
01-06-2020,14.83000
29-05-2020,14.52000
28-05-2020,14.22000
27-05-2020,13.99000
26-05-2020,14.02000
22-05-2020,14.06000
21-05-2020,14.09000
20-05-2020,14.02000
19-05-2020,13.85000
18-05-2020,13.76000
15-05-2020,14.21000
14-05-2020,14.24000
13-05-2020,14.41000
12-05-2020,14.23000
11-05-2020,14.28000
08-05-2020,14.24000
07-05-2020,14.33000
06-05-2020,14.43000
05-05-2020,14.42000
04-05-2020,14.49000
30-04-2020,14.87000
29-04-2020,14.59000
28-04-2020,14.46000
27-04-2020,14.43000
24-04-2020,14.35000
23-04-2020,14.43000
22-04-2020,14.40000
21-04-2020,14.22000
20-04-2020,14.55000
17-04-2020,14.45000
16-04-2020,14.21000
15-04-2020,13.95000
13-04-2020,13.85000
09-04-2020,13.96000
08-04-2020,13.63000
07-04-2020,13.41000
03-04-2020,12.94000
01-04-2020,13.01000
31-03-2020,13.20000
30-03-2020,12.64000
27-03-2020,13.00000
26-03-2020,13.03000
25-03-2020,12.40000
24-03-2020,11.96000
23-03-2020,11.96000
20-03-2020,13.60000
19-03-2020,13.07000
18-03-2020,13.65000
17-03-2020,14.31000
16-03-2020,14.55000
13-03-2020,15.19000
12-03-2020,14.90000
11-03-2020,15.97000
09-03-2020,15.97000
06-03-2020,16.52000
05-03-2020,16.66000
04-03-2020,16.54000
03-03-2020,16.74000
02-03-2020,16.49000
28-02-2020,16.64000
27-02-2020,17.06000
26-02-2020,17.06000
25-02-2020,17.23000
24-02-2020,17.27000
20-02-2020,17.59000
19-02-2020,17.53000
18-02-2020,17.39000
17-02-2020,17.49000
14-02-2020,17.62000
13-02-2020,17.62000
12-02-2020,17.58000
11-02-2020,17.61000
10-02-2020,17.47000
07-02-2020,17.53000
06-02-2020,17.52000
05-02-2020,17.40000
04-02-2020,17.25000
03-02-2020,16.86000
31-01-2020,17.28000
30-01-2020,17.21000
29-01-2020,17.32000
28-01-2020,17.20000
27-01-2020,17.25000
24-01-2020,17.25000
23-01-2020,17.17000
22-01-2020,16.99000
21-01-2020,17.05000
20-01-2020,17.11000
17-01-2020,17.15000
16-01-2020,17.06000
15-01-2020,16.97000
14-01-2020,16.85000
13-01-2020,16.80000
10-01-2020,16.68000
09-01-2020,16.60000
08-01-2020,16.38000
07-01-2020,16.42000
06-01-2020,16.27000
03-01-2020,16.53000
02-01-2020,16.57000
01-01-2020,16.41000
31-12-2019,16.33000
30-12-2019,16.24000
27-12-2019,16.22000
26-12-2019,16.07000
24-12-2019,16.04000
23-12-2019,16.08000
20-12-2019,16.09000
19-12-2019,16.06000
18-12-2019,16.09000
17-12-2019,16.12000
16-12-2019,16.04000
13-12-2019,16.09000
12-12-2019,15.94000
11-12-2019,15.77000
10-12-2019,15.82000
09-12-2019,15.95000
06-12-2019,15.98000
05-12-2019,16.11000
04-12-2019,16.13000
03-12-2019,16.16000
02-12-2019,16.28000
29-11-2019,16.30000
28-11-2019,16.29000
27-11-2019,16.23000
26-11-2019,16.26000
25-11-2019,16.36000
22-11-2019,16.28000
21-11-2019,16.33000
20-11-2019,16.35000
19-11-2019,16.30000
18-11-2019,16.26000
15-11-2019,16.31000
14-11-2019,16.26000
13-11-2019,16.34000
11-11-2019,16.38000
08-11-2019,16.36000
07-11-2019,16.45000
06-11-2019,16.42000
05-11-2019,16.50000
04-11-2019,16.64000
01-11-2019,16.63000
31-10-2019,16.63000
30-10-2019,16.56000
29-10-2019,16.55000
25-10-2019,16.27000
24-10-2019,16.36000
23-10-2019,16.43000
22-10-2019,16.43000
18-10-2019,16.35000
17-10-2019,16.16000
16-10-2019,16.03000
15-10-2019,16.06000
14-10-2019,15.98000
11-10-2019,15.97000
10-10-2019,15.96000
09-10-2019,15.97000
07-10-2019,15.84000
04-10-2019,15.95000
03-10-2019,16.10000
01-10-2019,16.16000
30-09-2019,16.39000
27-09-2019,16.45000
26-09-2019,16.49000
25-09-2019,16.32000
24-09-2019,16.53000
23-09-2019,16.63000
20-09-2019,16.14000
19-09-2019,15.31000
18-09-2019,15.53000
17-09-2019,15.49000
16-09-2019,15.66000
13-09-2019,15.62000
12-09-2019,15.55000
11-09-2019,15.60000
09-09-2019,15.41000
06-09-2019,15.25000
05-09-2019,15.05000
04-09-2019,14.92000
03-09-2019,14.88000
30-08-2019,15.11000
29-08-2019,15.12000
28-08-2019,15.22000
27-08-2019,15.36000
26-08-2019,15.13000
23-08-2019,14.93000
22-08-2019,14.87000
21-08-2019,15.20000
20-08-2019,15.37000
19-08-2019,15.43000
16-08-2019,15.33000
14-08-2019,15.33000
13-08-2019,15.29000
09-08-2019,15.44000
08-08-2019,15.32000
07-08-2019,15.13000
06-08-2019,15.12000
05-08-2019,14.87000
02-08-2019,15.10000
01-08-2019,15.14000
31-07-2019,15.26000
30-07-2019,15.28000
29-07-2019,15.44000
26-07-2019,15.64000
25-07-2019,15.57000
24-07-2019,15.57000
23-07-2019,15.84000
22-07-2019,15.81000
19-07-2019,15.90000
18-07-2019,16.07000
17-07-2019,16.29000
16-07-2019,16.33000
15-07-2019,16.28000
12-07-2019,16.34000
11-07-2019,16.36000
10-07-2019,16.28000
09-07-2019,16.40000
08-07-2019,16.35000
05-07-2019,16.78000
04-07-2019,17.13000
03-07-2019,17.12000
02-07-2019,17.07000
01-07-2019,17.05000
28-06-2019,16.92000
27-06-2019,16.88000
26-06-2019,16.77000
25-06-2019,16.63000
24-06-2019,16.59000
21-06-2019,16.61000
20-06-2019,16.68000
19-06-2019,16.47000
18-06-2019,16.64000
17-06-2019,16.65000
14-06-2019,16.96000
13-06-2019,17.00000
12-06-2019,17.08000
11-06-2019,17.13000
10-06-2019,17.12000
07-06-2019,17.19000
06-06-2019,17.24000
04-06-2019,17.56000
03-06-2019,17.65000
31-05-2019,17.51000
30-05-2019,17.58000
29-05-2019,17.50000
28-05-2019,17.61000
27-05-2019,17.64000
24-05-2019,17.26000
23-05-2019,16.69000
22-05-2019,16.58000
21-05-2019,16.43000
20-05-2019,16.46000
17-05-2019,15.84000
16-05-2019,15.73000
15-05-2019,15.72000
14-05-2019,15.80000
13-05-2019,15.79000
10-05-2019,16.06000
09-05-2019,16.04000
08-05-2019,16.10000
07-05-2019,16.32000
06-05-2019,16.32000
03-05-2019,16.46000
02-05-2019,16.44000
30-04-2019,16.51000
26-04-2019,16.67000
25-04-2019,16.72000
24-04-2019,16.81000
23-04-2019,16.86000
22-04-2019,16.87000
18-04-2019,17.06000
16-04-2019,17.14000
15-04-2019,17.09000
12-04-2019,17.01000
11-04-2019,16.94000
10-04-2019,16.93000
09-04-2019,16.91000
08-04-2019,16.91000
05-04-2019,16.93000
04-04-2019,16.90000
03-04-2019,16.96000
02-04-2019,17.03000
01-04-2019,16.94000
29-03-2019,16.81000
28-03-2019,16.76000
27-03-2019,16.71000
26-03-2019,16.62000
25-03-2019,16.42000
22-03-2019,16.60000
20-03-2019,16.69000
19-03-2019,16.75000
18-03-2019,16.63000
15-03-2019,16.65000
14-03-2019,16.57000
13-03-2019,16.64000
12-03-2019,16.70000
11-03-2019,16.48000
08-03-2019,16.15000
07-03-2019,16.12000
06-03-2019,16.09000
05-03-2019,15.86000
01-03-2019,15.32000
28-02-2019,15.07000
27-02-2019,14.89000
26-02-2019,14.87000
25-02-2019,14.93000
22-02-2019,14.81000
21-02-2019,14.67000
20-02-2019,14.57000
19-02-2019,14.42000
18-02-2019,14.44000
15-02-2019,14.59000
14-02-2019,14.53000
13-02-2019,14.61000
12-02-2019,14.67000
11-02-2019,14.74000
08-02-2019,14.87000
07-02-2019,15.05000
06-02-2019,14.94000
05-02-2019,14.94000
04-02-2019,15.00000
01-02-2019,15.01000
31-01-2019,14.92000
30-01-2019,14.77000
29-01-2019,14.66000
28-01-2019,14.71000
25-01-2019,15.00000
24-01-2019,15.19000
23-01-2019,15.31000
22-01-2019,15.35000
21-01-2019,15.45000
18-01-2019,15.55000
17-01-2019,15.60000
16-01-2019,15.68000
15-01-2019,15.62000
14-01-2019,15.50000
11-01-2019,15.58000
10-01-2019,15.65000
09-01-2019,15.62000
08-01-2019,15.63000
07-01-2019,15.60000
04-01-2019,15.58000
03-01-2019,15.56000
02-01-2019,15.67000
01-01-2019,15.81000
31-12-2018,15.73000
28-12-2018,15.63000
27-12-2018,15.55000
26-12-2018,15.45000
24-12-2018,15.47000
21-12-2018,15.61000
20-12-2018,15.85000
19-12-2018,15.85000
18-12-2018,15.67000
17-12-2018,15.62000
14-12-2018,15.56000
13-12-2018,15.59000
12-12-2018,15.47000
11-12-2018,15.15000
10-12-2018,15.04000
07-12-2018,15.30000
06-12-2018,15.29000
05-12-2018,15.55000
04-12-2018,15.78000
03-12-2018,15.83000
30-11-2018,15.75000
29-11-2018,15.66000
28-11-2018,15.60000
27-11-2018,15.70000
26-11-2018,15.68000
22-11-2018,15.74000
21-11-2018,15.88000
20-11-2018,15.92000
19-11-2018,16.04000
16-11-2018,15.91000
15-11-2018,15.96000
14-11-2018,15.89000
13-11-2018,15.79000
12-11-2018,15.70000
09-11-2018,15.85000
06-11-2018,15.65000
05-11-2018,15.65000
02-11-2018,15.71000
01-11-2018,15.55000
31-10-2018,15.30000
30-10-2018,15.10000
29-10-2018,15.04000
26-10-2018,14.77000
25-10-2018,14.77000
24-10-2018,14.94000
23-10-2018,14.90000
22-10-2018,15.19000
19-10-2018,15.50000
17-10-2018,15.78000
16-10-2018,16.11000
15-10-2018,15.91000
12-10-2018,15.70000
11-10-2018,15.38000
10-10-2018,15.55000
09-10-2018,14.94000
08-10-2018,15.07000
05-10-2018,15.31000
04-10-2018,15.68000
03-10-2018,16.03000
01-10-2018,16.01000
28-09-2018,16.09000
27-09-2018,16.54000
26-09-2018,16.84000
25-09-2018,16.86000
24-09-2018,17.04000
21-09-2018,17.47000
19-09-2018,17.67000
18-09-2018,17.74000
17-09-2018,17.93000
14-09-2018,17.97000
12-09-2018,17.80000
11-09-2018,17.86000
10-09-2018,18.12000
07-09-2018,18.32000
06-09-2018,18.31000
05-09-2018,18.21000
04-09-2018,18.36000
03-09-2018,18.58000
31-08-2018,18.71000
30-08-2018,18.61000
29-08-2018,18.51000
28-08-2018,18.63000
27-08-2018,18.58000
24-08-2018,18.50000
23-08-2018,18.56000
21-08-2018,18.66000
20-08-2018,18.68000
17-08-2018,18.63000
16-08-2018,18.52000
14-08-2018,18.46000
13-08-2018,18.42000
10-08-2018,18.63000
09-08-2018,18.77000
08-08-2018,18.76000
07-08-2018,18.71000
06-08-2018,18.83000
03-08-2018,18.68000
02-08-2018,18.52000
01-08-2018,18.41000
31-07-2018,18.32000
30-07-2018,18.15000
27-07-2018,18.06000
26-07-2018,17.89000
25-07-2018,17.75000
24-07-2018,17.68000
23-07-2018,17.39000
20-07-2018,17.29000
19-07-2018,17.30000
18-07-2018,17.49000
17-07-2018,17.61000
16-07-2018,17.46000
13-07-2018,17.89000
12-07-2018,18.17000
11-07-2018,18.23000
10-07-2018,18.23000
09-07-2018,18.04000
06-07-2018,17.75000
05-07-2018,17.65000
04-07-2018,17.71000
03-07-2018,17.57000
02-07-2018,17.45000
29-06-2018,17.54000
28-06-2018,17.29000
27-06-2018,17.47000
26-06-2018,17.91000
25-06-2018,18.10000
22-06-2018,18.21000
21-06-2018,18.25000
20-06-2018,18.35000
19-06-2018,18.38000
18-06-2018,18.58000
15-06-2018,18.73000
14-06-2018,18.82000
13-06-2018,18.90000
12-06-2018,19.02000
11-06-2018,18.87000
08-06-2018,18.86000
07-06-2018,18.74000
06-06-2018,18.23000
05-06-2018,18.04000
04-06-2018,18.63000
01-06-2018,19.15000
31-05-2018,19.45000
30-05-2018,19.61000
29-05-2018,19.78000
28-05-2018,19.84000
25-05-2018,19.59000
24-05-2018,19.40000
23-05-2018,19.46000
22-05-2018,19.55000
21-05-2018,19.40000
18-05-2018,19.81000
17-05-2018,20.11000
16-05-2018,20.11000
15-05-2018,20.19000
14-05-2018,20.24000
11-05-2018,20.30000
10-05-2018,20.32000
09-05-2018,20.55000
08-05-2018,20.52000
07-05-2018,20.60000
04-05-2018,20.42000
03-05-2018,20.38000
02-05-2018,20.52000
30-04-2018,20.70000
27-04-2018,20.65000
26-04-2018,20.53000
25-04-2018,20.49000
24-04-2018,20.65000
23-04-2018,20.68000
20-04-2018,20.68000
19-04-2018,20.69000
18-04-2018,20.62000
17-04-2018,20.62000
16-04-2018,20.64000
13-04-2018,20.59000
12-04-2018,20.55000
11-04-2018,20.69000
10-04-2018,20.62000
09-04-2018,20.56000
06-04-2018,20.44000
05-04-2018,20.33000
04-04-2018,19.92000
03-04-2018,20.09000
02-04-2018,19.93000
28-03-2018,19.44000
27-03-2018,19.50000
26-03-2018,19.25000
23-03-2018,19.20000
22-03-2018,19.43000
21-03-2018,19.62000
20-03-2018,19.49000
19-03-2018,19.63000
16-03-2018,19.82000
15-03-2018,19.86000
14-03-2018,19.68000
13-03-2018,19.72000
12-03-2018,19.48000
09-03-2018,19.32000
08-03-2018,19.35000
07-03-2018,19.28000
06-03-2018,19.58000
05-03-2018,19.75000
01-03-2018,20.02000
28-02-2018,20.07000
27-02-2018,19.99000
26-02-2018,19.98000
23-02-2018,19.72000
22-02-2018,19.47000
21-02-2018,19.45000
20-02-2018,19.52000
19-02-2018,19.64000
16-02-2018,19.86000
15-02-2018,20.11000
14-02-2018,20.28000
12-02-2018,20.25000
09-02-2018,19.91000
08-02-2018,19.90000
07-02-2018,19.46000
06-02-2018,18.82000
05-02-2018,19.17000
02-02-2018,19.35000
01-02-2018,20.09000
31-01-2018,20.08000
30-01-2018,20.21000
29-01-2018,20.52000
25-01-2018,20.63000
24-01-2018,20.70000
23-01-2018,20.90000
22-01-2018,20.85000
19-01-2018,20.65000
18-01-2018,20.58000
17-01-2018,20.82000
16-01-2018,20.83000
15-01-2018,21.17000
12-01-2018,21.10000
11-01-2018,21.06000
10-01-2018,21.05000
09-01-2018,21.09000
08-01-2018,21.10000
05-01-2018,20.86000
04-01-2018,20.73000
03-01-2018,20.60000
02-01-2018,20.24000
01-01-2018,20.18000
29-12-2017,20.13000
28-12-2017,20.00000
27-12-2017,19.92000
26-12-2017,20.07000
22-12-2017,19.86000
21-12-2017,19.68000
20-12-2017,19.53000
19-12-2017,19.44000
18-12-2017,19.22000
15-12-2017,19.19000
14-12-2017,18.95000
13-12-2017,19.02000
12-12-2017,19.20000
11-12-2017,19.25000
08-12-2017,19.18000
07-12-2017,18.90000
06-12-2017,18.56000
05-12-2017,18.64000
04-12-2017,18.57000
01-12-2017,18.83000
30-11-2017,19.12000
29-11-2017,19.07000
28-11-2017,19.00000
27-11-2017,18.87000
24-11-2017,18.64000
23-11-2017,18.61000
22-11-2017,18.49000
21-11-2017,18.32000
20-11-2017,18.31000
17-11-2017,18.31000
16-11-2017,18.33000
15-11-2017,18.17000
14-11-2017,18.47000
13-11-2017,18.38000
10-11-2017,18.38000
09-11-2017,18.46000
08-11-2017,18.36000
07-11-2017,18.58000
06-11-2017,18.63000
03-11-2017,18.45000
02-11-2017,18.41000
01-11-2017,18.37000
31-10-2017,18.29000
30-10-2017,18.14000
27-10-2017,17.90000
26-10-2017,17.74000
25-10-2017,17.60000
24-10-2017,17.48000
23-10-2017,17.45000
18-10-2017,17.43000
17-10-2017,17.44000
16-10-2017,17.43000
13-10-2017,17.36000
12-10-2017,17.31000
11-10-2017,17.17000
10-10-2017,17.40000
09-10-2017,17.28000
06-10-2017,17.17000
05-10-2017,17.07000
04-10-2017,16.93000
03-10-2017,16.65000
29-09-2017,16.44000
28-09-2017,16.27000
27-09-2017,16.23000
26-09-2017,16.52000
25-09-2017,16.40000
22-09-2017,16.71000
21-09-2017,17.20000
20-09-2017,17.24000
19-09-2017,17.24000
18-09-2017,17.12000
15-09-2017,16.78000
14-09-2017,16.58000
13-09-2017,16.46000
12-09-2017,16.59000
11-09-2017,16.55000
08-09-2017,16.33000
07-09-2017,16.25000
06-09-2017,16.24000
05-09-2017,16.25000
04-09-2017,16.13000
01-09-2017,16.30000
31-08-2017,16.21000
30-08-2017,16.12000
29-08-2017,15.85000
28-08-2017,15.99000
24-08-2017,15.90000
23-08-2017,15.84000
22-08-2017,15.76000
21-08-2017,15.84000
18-08-2017,15.91000
17-08-2017,15.97000
16-08-2017,15.86000
14-08-2017,15.73000
11-08-2017,15.42000
10-08-2017,15.45000
09-08-2017,15.79000
08-08-2017,16.00000
07-08-2017,16.06000
04-08-2017,15.87000
03-08-2017,15.83000
02-08-2017,15.90000
01-08-2017,15.96000
31-07-2017,15.93000
28-07-2017,15.85000
27-07-2017,15.81000
26-07-2017,15.95000
25-07-2017,15.88000
24-07-2017,15.89000
21-07-2017,15.91000
20-07-2017,15.92000
19-07-2017,15.95000
18-07-2017,15.83000
17-07-2017,15.97000
14-07-2017,15.99000
13-07-2017,16.03000
12-07-2017,15.92000
11-07-2017,15.86000
10-07-2017,15.87000
07-07-2017,15.84000
06-07-2017,15.87000
05-07-2017,15.80000
04-07-2017,15.73000
03-07-2017,15.67000
30-06-2017,15.50000
29-06-2017,15.43000
28-06-2017,15.36000
27-06-2017,15.36000
23-06-2017,15.51000
22-06-2017,15.66000
21-06-2017,15.75000
20-06-2017,15.83000
19-06-2017,15.85000
16-06-2017,15.80000
15-06-2017,15.78000
14-06-2017,15.78000
13-06-2017,15.74000
12-06-2017,15.71000
09-06-2017,15.84000
08-06-2017,15.76000
07-06-2017,15.66000
06-06-2017,15.62000
05-06-2017,15.71000
02-06-2017,15.65000
01-06-2017,15.59000
31-05-2017,15.61000
30-05-2017,15.50000
29-05-2017,15.45000
26-05-2017,15.48000
25-05-2017,15.34000
24-05-2017,15.12000
23-05-2017,15.32000
22-05-2017,15.44000
19-05-2017,15.55000
18-05-2017,15.74000
17-05-2017,15.96000
16-05-2017,15.99000
15-05-2017,15.88000
12-05-2017,15.83000
11-05-2017,15.87000
10-05-2017,15.94000
09-05-2017,15.82000
08-05-2017,15.69000
05-05-2017,15.63000
04-05-2017,15.75000
03-05-2017,15.71000
02-05-2017,15.68000
28-04-2017,15.65000
27-04-2017,15.57000
26-04-2017,15.47000
25-04-2017,15.56000
24-04-2017,15.49000
21-04-2017,15.37000
20-04-2017,15.38000
19-04-2017,15.27000
18-04-2017,15.16000
17-04-2017,15.22000
13-04-2017,15.23000
12-04-2017,15.27000
11-04-2017,15.35000
10-04-2017,15.24000
07-04-2017,15.21000
06-04-2017,15.27000
05-04-2017,15.22000
03-04-2017,15.11000
31-03-2017,14.99000
30-03-2017,14.77000
29-03-2017,14.62000
28-03-2017,14.43000
27-03-2017,14.26000
24-03-2017,14.33000
23-03-2017,14.24000
22-03-2017,14.21000
21-03-2017,14.34000
20-03-2017,14.37000
17-03-2017,14.33000
16-03-2017,14.36000
15-03-2017,14.22000
14-03-2017,14.14000
10-03-2017,13.97000
09-03-2017,13.96000
08-03-2017,13.98000
07-03-2017,14.05000
06-03-2017,14.07000
03-03-2017,14.03000
02-03-2017,13.99000
01-03-2017,14.10000
28-02-2017,14.05000
27-02-2017,14.04000
23-02-2017,14.05000
22-02-2017,14.11000
21-02-2017,14.20000
20-02-2017,14.17000
17-02-2017,14.07000
16-02-2017,14.06000
15-02-2017,13.88000
14-02-2017,14.03000
13-02-2017,14.11000
10-02-2017,14.10000
09-02-2017,14.11000
08-02-2017,14.07000
07-02-2017,14.07000
06-02-2017,14.15000
03-02-2017,14.03000
02-02-2017,13.96000
01-02-2017,13.93000
31-01-2017,13.76000
30-01-2017,13.79000
27-01-2017,13.84000
25-01-2017,13.78000
24-01-2017,13.69000
23-01-2017,13.56000
20-01-2017,13.53000
19-01-2017,13.70000
18-01-2017,13.61000
17-01-2017,13.52000
16-01-2017,13.50000
13-01-2017,13.44000
12-01-2017,13.50000
11-01-2017,13.38000
10-01-2017,13.22000
09-01-2017,13.09000
06-01-2017,13.09000
05-01-2017,13.13000
04-01-2017,13.01000
03-01-2017,12.96000
02-01-2017,12.84000
30-12-2016,12.73000
29-12-2016,12.61000
28-12-2016,12.51000
27-12-2016,12.43000
26-12-2016,12.29000
23-12-2016,12.47000
22-12-2016,12.44000
21-12-2016,12.64000
20-12-2016,12.63000
19-12-2016,12.69000
16-12-2016,12.77000
15-12-2016,12.72000
14-12-2016,12.75000
13-12-2016,12.86000
